title,museum,era,material,size
神,柏林州立博物馆,,粘土上的颜色,高度x宽度x深度：42 x 70 x 3.5厘米（木头上的石膏）
穆克蒂卡公主的传说,柏林州立博物馆,6世纪,粘土上的颜色,高度x宽度x深度：70 x 112.8 x 6厘米（在石膏中）
讲道场景的一部分：佛陀前面的纳加帕尔（Nagapaar）的头部和上半身被部分摧毁,柏林州立博物馆,6世纪,粘土上的颜色,高度x宽度x深度：114 x 121 x 5.5厘米（石膏）
Jakata-Szenen,柏林州立博物馆,,粘土上的颜色,高度x宽度x深度：33.7 x 165 x 4.1厘米（木头上的石膏）
佛陀的讲道,柏林州立博物馆,6. Jh.,粘土上的颜色,高度x宽度x深度：145 x 141.5 x 3厘米
带有三个Jataka代表的薯条,柏林州立博物馆,,粘土上的颜色,高度x宽度x深度：36 x 216 x 5.3厘米（石膏）
Uigurian对捐助者,柏林州立博物馆,,粘土上的颜色,高度x宽度x深度：43.5 x 54 x 4厘米（木头上的石膏）
飞行apsaras,柏林州立博物馆,6./7. Jh.,粘土上的颜色,高度x宽度x深度：83.5 x 186.5 x 9.5厘米（石膏）
圆顶与佛陀,柏林州立博物馆,Ende 6. Jh. n.Chr.,粘土上的颜色,直径（厚度）：148 x 10厘米
Der Mönch Ajnatakaundinya,柏林州立博物馆,6世纪,粘土上的颜色,高度x宽度x深度：35 x 27.5 x 6厘米
玛拉的进攻,柏林州立博物馆,6./7. Jh.,粘土上的颜色,高度x宽度x深度：164.5 x 139 x 3.6厘米（石膏）
Ganga/Gangā的奇妙交叉,柏林州立博物馆,6./7. Jh.,粘土上的颜色,高度x宽度：48.5 x 97.5厘米
薯条和佛塔和修女,柏林州立博物馆,,粘土上的颜色,高度x宽度x深度：a）200 x 201 x 5.5厘米（石膏）
炸薯条和贾塔卡演讲,柏林州立博物馆,7世纪,粘土上的颜色,高度x宽度x深度：38 x 244 x 4厘米（在石膏中）
佛陀布道的碎片,柏林州立博物馆,6./7. Jh.,粘土上的颜色,高度x宽度x深度：63.5 x 51 x 4 cm
飞翔的神灵,柏林州立博物馆,6. Jh.,粘土上的颜色,高度x宽度x深度：110 x 166 x 4.2厘米（在木头上的石膏）
佛陀,柏林州立博物馆,7世纪,粘土上的颜色,高度x宽度x深度：34 x 30.7 x 4厘米
Buddhapredigt - Suddhodana vor Buddha,柏林州立博物馆,6世纪,粘土上的颜色,高度x宽度x深度：103.5 x 103 x 5.5厘米
一对创始人的一部分：Uigurian Prince的肖像,柏林州立博物馆,8./9。世纪,粘土上的颜色,高度X宽度：35.5 x 20厘米
Jataka-Szenen,柏林州立博物馆,7世纪初,粘土上的颜色,高度x宽度：229.5 x 140厘米
玛纳达塔国王的传奇,柏林州立博物馆,,粘土上的颜色,高度x宽度x深度：172 x 291 x 4.1厘米
Visvantara-Jataka,柏林州立博物馆,7世纪,粘土上的颜色,高度x宽度x深度：31.5 x 28 x 3.5厘米
僧侣和创始人,柏林州立博物馆,6世纪,粘土上的颜色,高度x宽度x深：b）72 x 53.5 x 4厘米（在木头上的石膏）
带有花碗的神,柏林州立博物馆,Tang Time 8。世纪,粘土上的颜色,高度x宽度x深度：19.7 x 15.3 x 4厘米
Brahmane,柏林州立博物馆,7./8。世纪,粘土上的颜色,高度x宽度：20 x 15.5厘米
现场佛陀带有铭文,柏林州立博物馆,,粘土上的颜色,高度X宽度：50.5 x 33厘米（12x19厘米）
音乐家,柏林州立博物馆,6./7. Jh.,粘土上的颜色,高度x宽度x深度：53.5 x 155 x 8厘米（石膏）
Die erste Meditation der Königin Vaidehi (Sukhavativyuha Sutra),柏林州立博物馆,,粘土上的颜色,高度x宽度x深度：29.3 x 36 x 3.7厘米（木质上的石膏）
出生前场景（Jatakas）佛陀,柏林州立博物馆,7. Jh.,粘土上的颜色,高度x宽度x深度：173.5 x 220 x 4.2厘米（石膏）
Brahmane oder Vajrapani,柏林州立博物馆,10./11. Jh.,粘土上的颜色,高度x宽度x深度：53 x 44.5 x 4厘米
冥想和尚,柏林州立博物馆,5世纪,粘土上的颜色,高度x宽度x深度：56.6 x 36.5 x 4.5厘米
Fries mit Perlenmotive,柏林州立博物馆,6世纪,粘土上的颜色,高度x宽度x深度：44 x 85.8 x 2 cm（木头上的石膏）
坐着佛陀,柏林州立博物馆,9./10. Jh.,粘土上的颜色,高度x宽度x深度：66.3 x 72 x 4.3厘米（木头上的石膏）
抽泣,柏林州立博物馆,7世纪,粘土上的颜色,高度x宽度x深度：31 x 26 x 4厘米
年轻的Asket或Brahmin在叶屋顶下,柏林州立博物馆,um 500,粘土上的颜色,高度x宽度x深度：35.5 x 42.5 x 6 cm
游泳运动员,柏林州立博物馆,6./7。JH.-UM 500,粘土上的颜色,高度x宽度x深度：39.5 x 37.7 x 4厘米
玛拉和妻子,柏林州立博物馆,1世纪的第一半,粘土上的颜色,高度x宽度：233 x 129厘米
讲道场景，片段,柏林州立博物馆,um 500,粘土上的secomalerei,高度x宽度x深度：59 x 38 x 4.5厘米
Weiss Westchina,柏林州立博物馆,年：1912年,,
魏斯·苏迪奇纳（WeissSüdchina）,柏林州立博物馆,年：1913-1914,,
Waldeyer China,柏林州立博物馆,年：1935年,,
Oost China,柏林州立博物馆,年：1909年,,
DuBois-Reymond China,柏林州立博物馆,年：1908-1914,,
起重机,柏林州立博物馆,,棉布;丝绸,高度x宽度：35.5 x 38厘米
老虎和蝙蝠,柏林州立博物馆,,棉布;丝绸,高度x宽度：36.5 x 38厘米
中国人的收集,柏林州立博物馆,,在纸板箱上,图像格式（照片）：8.6 x 11.3厘米
中国的小屋,柏林州立博物馆,,在纸板箱上,图像格式（照片）：8.6 x 11.3厘米
来自中国的两个妇女和儿童,柏林州立博物馆,,在纸板箱上,图像格式（照片）：11.5 x 8.5厘米
一个男人在中国,柏林州立博物馆,,在纸板箱上,图像格式（照片）：8 x 8厘米
背面有木包的人,柏林州立博物馆,,在纸板箱上,图像格式（照片）：8 x 8厘米
“来自危地马拉的印第安人”,柏林州立博物馆,,在纸板箱上,图像格式（照片）：2张图片8 x 8厘米
奉献的游行,柏林州立博物馆,,在纸板箱上,图像格式（照片）：8.6 x 11.3厘米
日历叶：第4至6个月的插图,柏林州立博物馆,"Qing-Dynastie, 17. Jh.",彩色木刻,图片：33.4 x 25.7厘米
座位的法院女士,柏林州立博物馆,Qing (Mandschu) -Dynastie,纸，颜料,高度x宽度：32 x 24.5厘米接管
teed罐与步行夫妇和建筑（“ Chine de Commande”）,柏林州立博物馆,"Qing-Dynastie, Qianlong-Ära (1735-1796), um 1740/50",黑色（“ Chine encre de Chine”），铁红色和金色的瓷器,高度：13.5厘米（带盖）
Koppchen与碟子一起，代表一对欧洲夫妇在长凳上（“ Chine de Commande”）,柏林州立博物馆,"Qing-Dynastie, Qianlong-Ära (1735-1796), um 1740/50",黑色（“ Chine encre de Chine”），铁红色和金色的瓷器,身高：3.7厘米（耦合）
Kästchen，带有十四个缩影,柏林州立博物馆,Qing (Mandschu) –Dynastie (Ende),种姓：纸板，纸，墨水，纺织品，玻璃；缩影：标记纸（米纸），水颜色，纸，纺织带,高度x宽度x深度：11.5 x 8 x 1.9厘米（框）
与Kythara-Pilger（“ Chine de Commande”）的板块,柏林州立博物馆,"Qing-Dynastie, Qianlong-Ära (1735-1796), um 1740/50",黑色（“ Chine encre de Chine”），红色和金色的瓷器,直径：22.6厘米
柏林档案节1952,柏林州立博物馆,入学期：1952年9月27日 -  1952年2月28日,,
"Landschaft im Mi-Stil, mit Kolophonen von Chen Jiru, Dong Qichang, Wang Wenzhi",柏林州立博物馆,Ming-Dynastie-Qing-Dynastie-.16./17。世纪,横卷，纸上墨水,高度x宽度：19 x 108.1厘米
Bambus,柏林州立博物馆,清 -  dynastie-18。世纪,收费辊，纸上的墨水,高度x宽度：140 x 39.5厘米
Bambus,柏林州立博物馆,清 -  dynastie-18。世纪,收费辊，纸上的墨水,高度x宽度：139.8 x 39.7厘米
竹，岩石和兰花,柏林州立博物馆,Qing-Dynastie-1806 - 1814,收费辊，纸上的墨水,高度x宽度：122.4 x 28厘米
Kalligrafie,柏林州立博物馆,明dynastie Qing-Dynastie-17。世纪日期1650年,收费辊，纸上的墨水,高度x宽度：256.3 x 50.3厘米
哈恩卡姆,柏林州立博物馆,Ming-Dynastie,收费辊，纸上的墨水,高度x宽度：124.2 x 30厘米
淡水经销商,柏林州立博物馆,um 1895,丝绸，颜料，墨水,图片：15.3 x 19.5厘米（在通过聚会中）
蒙古的狩猎和战斗场景,柏林州立博物馆,,颜色，纸，丝绸，锦缎,高度x宽度：39.5 x 448厘米
音乐女人,柏林州立博物馆,Qing (Mandschu) –Dynastie (Ende),,图像格式（照片）：19.8 x 26.8厘米
"Japan, China, America",柏林州立博物馆,,,速度（音量）：38 cm/s
Opéra Chinois de FORMOSE (Extraits),柏林州立博物馆,录音：无日期,,速度（音量）：3.75英寸/s。
Chine pi-pe et Chin,柏林州立博物馆,录音：无日期,,
01 La route versles nuages,柏林州立博物馆,录音：无日期,,速度（音量）：7.5英寸/s。
中国乐器音乐 /蒙塔根倒入洪 - 孔 -  emi，（手稿：alaindaniélou）,柏林州立博物馆,录音：无日期,,速度（音量）：38 cm/s
55.来自中国的SFB节目古典音乐。各种演员的乐器合奏（手稿：伊万·范多）,柏林州立博物馆,"Sendedatum: 1976, 04. 21",,上场时间：00：12：30小时/分钟/秒（文字）
48. SFB在Zither上展示远东音乐，（手稿：Habib Hassan Touma）,柏林州立博物馆,"Sendedatum: 1975, 04. 16",,
"Conférence ""La Musique en Orient et en Occident""",柏林州立博物馆,,,速度（音量）：7.5英寸/s。Mono，Full Lane，NAB
"Conférence ""La Musique en Orient et en Occident""",柏林州立博物馆,,,速度（音量）：7.5英寸/s。nab
Classic of Chinese Music 2.,柏林州立博物馆,,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Classic of Chinese Music 1.,柏林州立博物馆,,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Kong Hou. Introduction of Raindrops Rating on the BAnana Leaves,柏林州立博物馆,2009,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
"Ethnic Minority Music of Northwest Xinjiang, China",柏林州立博物馆,2009,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Genuineness,柏林州立博物馆,,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Our Trip Around the World. Beka Recording Expeditions into Asia.,柏林州立博物馆,2014,,
The Butterfly Lovers,柏林州立博物馆,,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Chinese Classical Music,柏林州立博物馆,1999,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Lotus: RAO Ningxin: Han Zheng Music (Excerpts): The Treasury of Zheng Music Vol.1,柏林州立博物馆,记录：1987年态度日期：18.12.1997年：1989年,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Song of the Conscripts: Joint performance of Music Lovers´ Chinese Orchestra (Hong Kong) and Chengdu Chinese Orchestra (China),柏林州立博物馆,设置日期：1988记录：DIG。现场，1987年,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Chine - Musique classique,柏林州立博物馆,住宿：195年-1961态度日期：1997年12月18日,大花环（聚碳酸酯），铝，防护漆，印刷颜色，塑料，纸张,Objektmaß: (Cover) 10 x 142 x 125 mm
Guan-tsu,柏林州立博物馆,,木材，纺织品，金属，蔬菜材料,对象维度：29 x 2.7 x 2.7厘米
Guan-tsu,柏林州立博物馆,,木材，纺织品，金属，蔬菜材料,对象维度：39.5 x 3.4 x 3.4厘米
岩石铭文/图纸的叛逃,柏林州立博物馆,1899年之前,在纸板箱上,图像格式（照片）：22.5 x 16.5厘米
两个圆形长木制的物体之一,柏林州立博物馆,,Holz,长度X直径：A）80.8 x 5.5厘米
床或椅子,柏林州立博物馆,,木头，旋转,高度x宽度x深度：49.5 x 7.5 x 7厘米
三个木腿,柏林州立博物馆,,木头，雕刻,高度x宽度x深度：a）6.5 x 51.5 x 8.5 cm
Padmapani,柏林州立博物馆,,Bronze,高度x宽度x深度：6.7 x 2 x 1.5厘米
Buddha Amitabha (?),柏林州立博物馆,,木头，雕刻,高度x宽度x深度：9 x 6.5 x 5厘米
地砖,柏林州立博物馆,,声音，被烧毁和图案,高度x宽度x深度：33 x 32 x 4.5厘米
甘达瓦（Gandharva）从莲花玫瑰花,柏林州立博物馆,,粘土，燃烧并带有颜色残留物,高度x宽度x深度：17 x 11.5 x 6厘米
小木材人物，坐在安贾利·穆德拉（Anjali-Mudra）,柏林州立博物馆,,木头，雕刻，有颜色残留物,高度x宽度x深度：3.5 x 1.7 x 1.2厘米
石头的基础（战争丧失）,柏林州立博物馆,,Stein,高度x宽度x深度：18 x 124 x 52厘米
dev,柏林州立博物馆,,粘土，绘画层的遗迹,高度x宽度x深度：22 x 17.5 x 17厘米
Buddhakopf,柏林州立博物馆,,粘土，被燃烧，镀金的残余物,高度x宽度x深度：11 x 6.5 x 5厘米
骑士的头,柏林州立博物馆,,Lehm,高度x宽度x深度：10.6 x 6 x 6.7厘米
mönchs或buddhakopf,柏林州立博物馆,,粘土，涂有镀金的残余物,高度x宽度x深度：8 x 6 x 6厘米
佛陀的一部分,柏林州立博物馆,,粘土，带有颜色残留,高度x宽度x深度：8 x 5 x 4厘米
骑骑士,柏林州立博物馆,,粘土，低燃烧，有颜色残留,高度x宽度x深度：10.5 x 6.5 x 8厘米
站立的图菩萨,柏林州立博物馆,,粘土，带有红色的声音层，可能最初是绘制的,高度x宽度x深度：20.4 x 10.5 x 5厘米
来自芽的芽,柏林州立博物馆,,粘土，燃烧并带有颜色残留物,高度x宽度x深度：15.5 x 9 x 4厘米
六个头骨和外壳,柏林州立博物馆,,粘土，带有颜色残留,高度x宽度x深度：a）3.5 x 4 x 4.5厘米
婆罗门的头三个部分发型,柏林州立博物馆,,粘土，燃烧,高度x宽度x深度：10 x 7 x 6厘米
菩萨头,柏林州立博物馆,,粘土，有声音和绘画层的遗迹,高度x宽度x深度：11 x 8.5 x 4厘米
Buddhakopf,柏林州立博物馆,,粘土，燃烧和涂漆,高度x宽度x深度：10.5 x 9 x 7厘米
恶魔头,柏林州立博物馆,,粘土，燃烧和涂漆,高度x宽度x深度：7 x 6 x 6厘米
Buddhakopf,柏林州立博物馆,,粘土，燃烧，绘画层和镀金的残余物,高度x宽度x深度：9.5 x 6 x 6.5厘米
骑士的头,柏林州立博物馆,,粘土，低燃烧，有颜色残留,高度x宽度x深度：11.4 x 6 x 5厘米
头部碎片,柏林州立博物馆,,粘土，燃烧,高度x宽度x深度：8.1 x 5.5 x 4.5厘米
Brahmanenkopf,柏林州立博物馆,,粘土与白色底漆的残余物,高度x宽度x深度：9.5 x 6 x 6厘米
小头,柏林州立博物馆,,带有红色粘土层的粘土,高度x宽度x深度：6.7 x 7.4 x 5.5厘米
木制的,柏林州立博物馆,,木头，涂漆和镀金,高度x宽度x深度：60.5 x 10.5 x 2.6厘米
Fries,柏林州立博物馆,,木材与绘画层的残余物,高度x宽度x深度：51.3 x 24.8 x 2.9厘米
带有Uigurian脚本的董事会,柏林州立博物馆,,木头，油漆,高度x宽度x深度：81.5 x 31.8厘米
矩形建筑碎片（门？）,柏林州立博物馆,,木头，雕刻,高度x宽度x深度：57.3 x 15.7 x 8.8厘米
柱子,柏林州立博物馆,,木头，雕刻,高度x宽度x深度：20.1 x 38.7 x 36.2 cm
邪教图像框架,柏林州立博物馆,,Holz,高度x宽度x深度：32.4 x 30.2 x 3.5厘米
大型木制物体,柏林州立博物馆,,木头，雕刻,高度x宽度x深度：41 x 6.8 x 4厘米
瓦杰拉帕尼（Vajrapani）和padmasambhava下面,柏林州立博物馆,Qing (Mandschu) –Dynastie (Mitte),用丝绸组装的棉花蛋,叶子大小：85.0 x 54.5厘米
erhu,柏林州立博物馆,,,
帝国王子,柏林州立博物馆,"Qing (Mandschu) -Dynastie, vor 1892",丝，金属线，拉米，活跃（KESI），部分绘画,高度x宽度：28.7 x 30.5厘米
酒吧对,柏林州立博物馆,1850/1900,,
军官三。班级,柏林州立博物馆,,Textil,高度x宽度：29 x 32.5厘米
民事官员IX。班级,柏林州立博物馆,,Material: Textil,高度x宽度：29.5 x 28.5厘米
民事官员V.班,柏林州立博物馆,,Textil,高度x宽度：27 x 29.3厘米
Views of Peking,柏林州立博物馆,,专辑，与纸条组织结合。用灰色硬纸盒和绿色铭文制成的盖子。,对象维度：24.5 x 15.4 x 2.7厘米
Sun Simiao - Verehrung,柏林州立博物馆,,棉布;丝绸,直径：140厘米
Zhang Jingyues Werke,柏林州立博物馆,,Papier,高度x宽度：20 x 13.5厘米
Yilin gaicuo 醫林攺錯,柏林州立博物馆,1849,纸，墨水,高度x宽度：25 x 15厘米
"校正圖註難經 (chin.,   Xiao zhengtu zhunan jing)",柏林州立博物馆,20. Jh. (Anf.),纸，墨水，色素,高度x宽度：13 x 13厘米
Sun Simiao 孫思邈,柏林州立博物馆,,墨水，纸,高度x宽度：34 x 46.5厘米
药房广告通过药品膏药,柏林州立博物馆,,Holz,对象维度：20.3 x 26 x 2.5厘米
代表Sun Simiao,柏林州立博物馆,,Stoff,Länge: 28 cm
Ling zhi Pilz,柏林州立博物馆,,蘑菇,高度x宽度：9 x 11厘米
Ling hi/Pil,柏林州立博物馆,,蘑菇,高度x宽度：16 x 13厘米
BIan Que nadelt Patienten,柏林州立博物馆,,纸，墨水,高度x宽度：34.5 x 71.5厘米
Shennong 神農,柏林州立博物馆,,Holz; Lack,高度X宽度：27 x 14.5厘米
Li Shizhen 李時珍,柏林州立博物馆,,瓷,物体维度：23 x 18 x 14厘米
Ar tannonce,柏林州立博物馆,,Holz,高度x宽度：21.5 x 13.2厘米
“舌头诊断”,柏林州立博物馆,,纸板;塑料;木头,对象维度：40 x 56 x 4厘米（打开）
