Subject,Predicate,Object
Mutatin' Leonardo,详情链接,https://id.smb.museum/object/1399646/mutatin-leonardo
Next Quest,属于,Staatliche Museen zu Berlin
Next Quest,年代,2006
Next Quest,材料,Kunststoff
Next Quest,大小,"Kistenmaß: 21,5 x 20 x 8,5 cm"
Next Quest,描述,"Das Sammelfigurenspiel eröffnet laut Hersteller eine ""neue Dimension"" (Next Quest) des weltweit sehr erfolgreichen Game-Boy-Spiels ""Pokémon"".
Die Figuren:
a: Menschliche Figur ""Brix"": kämpferische Haltung, ausgestreckter Arm und Zeigefinger, auf schwarzem Untergrund stehend
b: Monster ""Pikachu"": gelbes Tierchen in dynamischer Bewegung auf grünem Untergrund
c: Monster ""Kramurx"": blauer Raubvogel mit Hut und roten Augen auf grünem Untergrund
d: Monster ""Impergator"": türkiser, schleimiger Drache in Drohgebärde auf blauem Untergrund"
Next Quest,图片链接,https://recherche.smb.museum/images/2591472_300x300.jpg
Next Quest,详情链接,https://id.smb.museum/object/1399486/next-quest
Luke Skywalker,属于,Staatliche Museen zu Berlin
Luke Skywalker,年代,2007
Luke Skywalker,材料,Kunststoff
Luke Skywalker,大小,"Kistenmaß: 23 x 15 x 4,5 cm"
Luke Skywalker,描述,"Spielfigur ""Luke Skywalker"" inkl. Sammelmünze im Originalkarton (Merchandising zum 30-jährigen Jubiläum des Filmepos ""Star Wars"", USA 1977)"
Luke Skywalker,图片链接,https://recherche.smb.museum/images/2591470_300x300.jpg
Luke Skywalker,详情链接,https://id.smb.museum/object/1399464/luke-skywalker
Darth Vader,属于,Staatliche Museen zu Berlin
Darth Vader,年代,2007
Darth Vader,材料,"Kunststoff, Stoff, Pappe"
Darth Vader,大小,"Kistenmaß: 22,5 x 15 x 4,5 cm"
Darth Vader,描述,"Spielfigur ""Darth Vader"" inkl. Sammelmünze im Originalkarton (Merchandising zum 30-jährigen Jubiläum des Filmepos ""Star Wars"", USA 1977)"
Darth Vader,图片链接,https://recherche.smb.museum/images/2591468_300x300.jpg
Darth Vader,详情链接,https://id.smb.museum/object/1399210/darth-vader
Spider-Man,属于,Staatliche Museen zu Berlin
Spider-Man,年代,2007
Spider-Man,材料,"Kunststoff, Pappe"
Spider-Man,大小,"Kistenmaß: 30,5 x 18,5 x 5,5 cm"
Spider-Man,描述,"Spielfigur ""Spider-Man"" inkl. Kunststoff-Spinnennetz in Original-Verpackung (Merchandising zum Film ""Spider-Man 3"", USA 2007)"
Spider-Man,图片链接,https://recherche.smb.museum/images/2591467_300x300.jpg
Spider-Man,详情链接,https://id.smb.museum/object/1399197/spider-man
Dance n' Groove Disco,属于,Staatliche Museen zu Berlin
Dance n' Groove Disco,年代,2006
Dance n' Groove Disco,材料,"Kunststoff, Latex, Elektronikkomponenten"
Dance n' Groove Disco,大小,"Höhe x Breite x Tiefe: 22 x 25,5 x 14 cm"
Dance n' Groove Disco,描述,"Batteriebetriebenes Spielset ""Polly Pocket - Dance n' Groove Disco"" (Mattel) mit einer Puppe und vielen Einzelteilen, original verpackt"
Dance n' Groove Disco,图片链接,https://recherche.smb.museum/images/2591490_300x300.jpg
Dance n' Groove Disco,详情链接,https://id.smb.museum/object/1399179/dance-n-groove-disco
Die Küchengang,属于,Staatliche Museen zu Berlin
Die Küchengang,年代,2007
Die Küchengang,材料,Hartgummi
Die Küchengang,大小,Kistenmaß: 21 x 19 x 9 cm
Die Küchengang,描述,"""Die Küchengang"" aus dem Disney-Film ""Ratatouille"" (USA 2007), bestehend aus vier Figuren:
a: ""Remy"": Blaue Ratte mit freundlichem Blick und Lachen, Hände am Körper übereinandergeschlagen, trägt eine weiße hohe Kochmütze
b: ""Linguini"": großer schlanker Mensch mit roten lockigen Haaren, hält eine Pfanne in der Hand und sieht freundlich aus, steht auf einem durchsichtigen Tablett mit dem Markenzeichen des Films
c: ""Django"": blaue lachende Ratte die über dem Kopf drei zusammenhängende orange Scheiben (Orangen? Karotten?) hält
d: ""Emile"": braune lachende Ratte mit einer verhältnismäßig großen silbernen Plastikgabel in den Händen
Hersteller: Mattel (USA), hergestellt in China, gekauft in Deutschland
Preis: 12,75€
Empfohlenes Alter: 4+
Blaue Verpackung mit Streifen und aufgemalter Küchen-Szene"
Die Küchengang,图片链接,https://recherche.smb.museum/images/2591466_300x300.jpg
Die Küchengang,详情链接,https://id.smb.museum/object/1398842/die-kuchengang
Littlest Pet Shop,属于,Staatliche Museen zu Berlin
Littlest Pet Shop,年代,2006
Littlest Pet Shop,材料,Kunststoff
Littlest Pet Shop,大小,"Kistenmaß: 21,5 x 19 x 4 cm"
Littlest Pet Shop,描述,"Batteriebetriebenes Tamagotchi der zweiten Generation (in Deutschland ab 2004), sog. ""Tamagotchi Connexion Version 3"" (ab 2006), d.h. Möglichkeit der Verbindung mit anderen Tamagotchis dieser Version der Serie ""Littlest Pet Shop"" durch Infrarot-Schnittstelle (tanzen, heiraten, Geschenke machen etc.) 
Ovale Verpackung erinnert an ursprüngliche Ei-Form des Tamagotchis der ersten Generation."
Littlest Pet Shop,图片链接,https://recherche.smb.museum/images/2591488_300x300.jpg
Littlest Pet Shop,详情链接,https://id.smb.museum/object/1398823/littlest-pet-shop
Remy,属于,Staatliche Museen zu Berlin
Remy,年代,2007
Remy,材料,"Kunststoff, Hartgummi, Pappe"
Remy,大小,"Kistenmaß: 20,5 x 13,5 x 7 cm"
Remy,描述,"Spielfigur ""Remy"" aus Hartgummi: blaue Ratte mit hautfarbenen Details, langer beweglicher Rattenschwanz, rund geformte abstehende Ohren, abstehende runde Nasenspitze, menschlich wirkende Hände mit je 4 Fingern und bewegliche Arme, Beine stufenartig verstellbar, Füße unbeweglich, lachendes Gesicht und roter Mund, leuchtende große Augen. Der Körper der Figur ist leicht gebeugt.
An der Unterseite befinden sich Rollen, die durch hin und her bewegen mechanisch aufgezogen werden können. Remy kann so mit dem Käse umher fahren.
Spielzeug befindet sich in Original-Verkaufsverpackung: Merchandising zum Disney-Film ""Ratatouille"" (USA 2007), durchsichtiger Kunststoff und Pappe, integriertes Markenzeichen/Schild zum Film mit Aussprache-Hilfe (""rat-a-too-ee"")."
Remy,图片链接,https://recherche.smb.museum/images/2591465_300x300.jpg
Remy,详情链接,https://id.smb.museum/object/1398574/remy
Carrera Go!!! Rivals,属于,Staatliche Museen zu Berlin
Carrera Go!!! Rivals,年代,2007
Carrera Go!!! Rivals,材料,"Kunststoff, Pappe"
Carrera Go!!! Rivals,大小,Kistenmaß: 7 x 60 x 50 cm
Carrera Go!!! Rivals,描述,"Elektrische Autorennbahn, Verpackung mit Einzelteilen für die Autorennbahn, inkl. zwei Rennautos."
Carrera Go!!! Rivals,图片链接,https://recherche.smb.museum/images/2591484_300x300.jpg
Carrera Go!!! Rivals,详情链接,https://id.smb.museum/object/1398060/carrera-go-rivals
Stele mit 93 Buddhas,属于,Staatliche Museen zu Berlin
Stele mit 93 Buddhas,年代,10. Jahrhundert-10. Jh.
Stele mit 93 Buddhas,材料,Stein
Stele mit 93 Buddhas,大小,Höhe x Breite x Tiefe: 93 x 58 x 16 cm (sichtbarer Teil)
Stele mit 93 Buddhas,描述,[SM8HF]
Stele mit 93 Buddhas,图片链接,https://recherche.smb.museum/images/4524864_300x300.jpg
Stele mit 93 Buddhas,详情链接,https://id.smb.museum/object/1905194/stele-mit-93-buddhas
Medizinbuddha,属于,Staatliche Museen zu Berlin
Medizinbuddha,年代,Qing (Mandschu) –Dynastie (Mitte)
Medizinbuddha,材料,Bronze; Messing / Messingergänzungen
Medizinbuddha,大小,"Objektmaß: 46,5 x 34 x 25 cm"
Medizinbuddha,描述,"Der in Diamanthaltung sitzende Buddha hält vor sich in der Linken einen Mörser mit drei Myrobalame-Früchten; in der Rechten mit der Geste der Gabengewährung eine weitere, dem Betrachter zugewandt. Die Figur geht auf den historischen Buddha ´Sakyamuni zurück und trägt deshalb wesentliche Merkmale von Buddha-Darstelllungen, wie ein in Indien im 6. Jh. verbreitetes Gewand. Der elegant geschmeidge Faltenwurf des Obergewandes mit ziselierten Bordüren, die langgestreckten Finger sowie die ornamentale Gestaltung des Lotosblütenthrones lassen stilistisch auf eine Gußform der mittleren Qing-Zeit schließen.(Siegmar Nahser, 1989)"
Medizinbuddha,图片链接,https://recherche.smb.museum/images/943035_300x300.jpg
Medizinbuddha,详情链接,https://id.smb.museum/object/137752/medizinbuddha
Bhairava,属于,Staatliche Museen zu Berlin
Bhairava,年代,Mitte 18. Jahrhundert
Bhairava,材料,"Bronze, vergoldet und gefasst"
Bhairava,大小,"Objektmaß: 42,5 x 27 x 19 cm (lt. Karteikarte)"
Bhairava,描述,"Die dreigesichtige, achtarmige Ushnishavijaya ist die Verkörperung einer wichtigen buddhistischen Schutzformel, deren Anrufung das Leben verlängern und die Wiedergeburt in Buddha Amitabhas „Reinem Land des Westens“ bewirken soll. Schutzformeln bestehen aus heiligen Silben, die die Essenz der buddhistischen Lehre zusammenfassen. Die Bronze der Ushnishavijaya ist zudem mit Reliquien bestückt, die vermutlich aus heiligen Texten, Heilkräutern, Votivtafeln und Überresten eines verstorbenen Lehrmeisters bestehen und in einer Weihezeremonie in die Figur gefüllt wurden. Nur durch diese Beigaben ist sie rituell aufgeladen und kann Segen spenden. Bis auf die Vase mit dem Unsterblichkeitsnektar und dem Doppelvajra vor ihrer Brust hat die Figur alle Attribute, die sie ehemals in den Händen hielt, verloren. Deren Verbleib ist unklar."
Bhairava,图片链接,https://recherche.smb.museum/images/5733110_300x300.jpg
Bhairava,详情链接,https://id.smb.museum/object/2451581/bhairava
Schutzgöttin Bodhisattva Mahamayuri,属于,Staatliche Museen zu Berlin
Schutzgöttin Bodhisattva Mahamayuri,年代,18. Jh.
Schutzgöttin Bodhisattva Mahamayuri,材料,Bronze; vergoldet
Schutzgöttin Bodhisattva Mahamayuri,大小,Objektmaß: 145 x 120 x 65 cm
Schutzgöttin Bodhisattva Mahamayuri,描述,"Diese buddhistische Schutzgöttin ist dreigesichtig, achtarmig und sitzt auf einem Pfau. Von den machtvollen Attributen, die sie in ihren Händen hält, sind nur das Schwert, ein Gefäß mit Juwelen und der Schaft des Siegesbanners erhalten. Die Darstellung der Mahamayuri Vidyarajni (große Pfauen-Weisheitskönigin) symbolisiert die Kraft des furchtlosen Pfaus, der giftige Schlangen frisst. In Indien entstand sie als Verkörperung einer Schutzformel gegen Schlangenbisse und Krankheiten. Als vierarmige Gottheit hingegen, stand sie in China ab dem 8. Jahrhundert im Zentrum eines kaiserlichen Rituals. Dieses sollte die regenspendenden Drachen unter Kontrolle halten, um eine ertragreiche Ernte und damit die Stabilität des Kaiserreichs zu gewährleisten. Die Figur ist kulturhistorisch bedeutsam, weil sie komplexe, innerasiatische Verflechtungen dokumentiert. In der achtarmigen Darstellung auf dem Pfau, verschmelzen zwei verschiedene buddhistische Konzepte der Mahamayuri, die sich zeitlich und räumlich voneinander getrennt entwickelt hatten. Entstanden ist sie am Kaiserhof der Ming-Zeit im frühen 15. Jahrhundert unter dem Einfluss tibetischer Mönche und nepalesischer Künstler"
Schutzgöttin Bodhisattva Mahamayuri,图片链接,https://recherche.smb.museum/images/598868_300x300.jpg
Schutzgöttin Bodhisattva Mahamayuri,详情链接,https://id.smb.museum/object/147802/schutzgottin-bodhisattva-mahamayuri
Lohan (luohan 羅漢),属于,Staatliche Museen zu Berlin
Lohan (luohan 羅漢),年代,Ming-Dynastie
Lohan (luohan 羅漢),材料,"Holz, bemalt, vergoldet; Urushi"
Lohan (luohan 羅漢),大小,"Objektmaß: 137 x 71,5 x 75 cm"
Lohan (luohan 羅漢),描述,"Ab dem 7. Jahrhundert verehrte man in China die Schüler des historischen Buddha für ihr vorbildhaftes asketisches Leben. Solche Skulpturen wurden in Gruppen zu 16, 18 oder gar 500 aufgestellt, ohne die einzelnen Figuren näher zu bestimmen. Als Buddha-Schüler erkennbar sind sie an ihrem geschorenen Kopf und der Mönchskleidung. Legenden berichten, dass die Schüler in der Welt verweilen und die buddhistische Lehre hüten, bis der zukünftige Buddha Maitreya erscheint und ein neues Zeitalter beginnt.Vermutlich gehörten diese Holzskulptur zu einer größeren Figurengruppe von Buddha-Schülern. In Chinas Chan-buddhistischen Tempeln waren solchen Gruppen eigene Hallen gewidmet. Die legere Sitzhaltung und der Gesichtsausdruck der Figuren verweisen darauf, dass die Mönche frei von allen gesellschaftlichen Zwängen waren. So wird das Mönchstum hier als Weg der Befreiung idealisiert."
Lohan (luohan 羅漢),图片链接,https://recherche.smb.museum/images/4838673_300x300.jpg
Lohan (luohan 羅漢),详情链接,https://id.smb.museum/object/1015349/lohan-luohan-%E7%BE%85%E6%BC%A2
Lohan (luohan 羅漢),属于,Staatliche Museen zu Berlin
Lohan (luohan 羅漢),年代,Ming-Dynastie-Ming-Dynastie (15. Jh)
Lohan (luohan 羅漢),材料,"Holz, bemalt, vergoldet; Urushi"
Lohan (luohan 羅漢),大小,Objektmaß: 139 x 70 x 75 cm
Lohan (luohan 羅漢),描述,"Ab dem 7. Jahrhundert verehrte man in China die Schüler des historischen Buddha für ihr vorbildhaftes asketisches Leben. Solche Skulpturen wurden in Gruppen zu 16, 18 oder gar 500 aufgestellt, ohne die einzelnen Figuren näher zu bestimmen. Als Buddha-Schüler erkennbar sind sie an ihrem geschorenen Kopf und der Mönchskleidung. Legenden berichten, dass die Schüler in der Welt verweilen und die buddhistische Lehre hüten, bis der zukünftige Buddha Maitreya erscheint und ein neues Zeitalter beginnt.Vermutlich gehörten diese Holzskulptur zu einer größeren Figurengruppe von Buddha-Schülern. In Chinas Chan-buddhistischen Tempeln waren solchen Gruppen eigene Hallen gewidmet. Die legere Sitzhaltung und der Gesichtsausdruck der Figuren verweisen darauf, dass die Mönche frei von allen gesellschaftlichen Zwängen waren. So wird das Mönchstum hier als Weg der Befreiung idealisiert."
Lohan (luohan 羅漢),图片链接,https://recherche.smb.museum/images/1458416_300x300.jpg
Lohan (luohan 羅漢),详情链接,https://id.smb.museum/object/1015305/lohan-luohan-%E7%BE%85%E6%BC%A2
Im Angesicht der sechsunddreißig Gipfel,属于,Staatliche Museen zu Berlin
Im Angesicht der sechsunddreißig Gipfel,年代,"Qing-Dynastie, datiert 1666"
Im Angesicht der sechsunddreißig Gipfel,材料,"Albumblatt als Querrolle montiert, Tusche und Farben auf Papier"
Im Angesicht der sechsunddreißig Gipfel,大小,"Blattmaß: 31,4 x 64,3 cm"
Im Angesicht der sechsunddreißig Gipfel,描述,"Dieses Albumblatt des Malers Kuncan wurde von dem Kunsthändler Walter Höchstädter erworben. Kuncan war einer der Vier Großen Mönchsmaler und zählt zu den Individualisten der frühen Qing-Dynastie.
Dieses Albumblatt war noch in den 20er Jahren des vergangenen Jahrhunderts zusammen mit drei weiteren Blättern als Querrolle montiert gewesen. Walter Hochstädter hat die Blätter neu montieren lassen und zwei an das British Museum, eines an das Cleveland Museum of Art und eines an das Museum für Ostasiatische Kunst Berlin verkauft. Ein Blatt im British Museum trägt eine datierte Aufschrift, der zu entnehmen ist, dass Kuncan diese Albumblätter für seinen Freund, den Maler Cheng Zhengkui (1604–1676) nach einer gemeinsamen Reise gemalt hat. Kuncan stellt sich selbst in der Strohhütte auf einer Strohmatte meditierend dar und beschreibt sein einfaches naturverbundenes Leben. Die Bezeichnung ""Sechsunsdreißig Gipfel"" spielt wohl auf die gemeinsame Reise in das Huangshan-Gebirge an; die Ansicht von ""Sechsunsdreißig Gipfeln"" ist eine der Sehenswürdigkeiten dieser malerischen Landschaft.
Der Künstler schreibt mit trockenem, stumpfem Pinsel seine Ideen nieder; sein Stil kann als üppig und dicht bezeichnet werden. Nicht die Malerei der alten Meister, sondern die Natur ist das Vorbild für Kuncans Schaffen."
Im Angesicht der sechsunddreißig Gipfel,图片链接,https://recherche.smb.museum/images/5143071_300x300.jpg
Im Angesicht der sechsunddreißig Gipfel,详情链接,https://id.smb.museum/object/464376/im-angesicht-der-sechsunddreissig-gipfel
"Porträt des Hamutukô, Der Kaiserliche Leibwächter 3. Klasse",属于,Staatliche Museen zu Berlin
"Porträt des Hamutukô, Der Kaiserliche Leibwächter 3. Klasse",年代,Qing (Mandschu) –Dynastie (Mitte)-1760
"Porträt des Hamutukô, Der Kaiserliche Leibwächter 3. Klasse",材料,"Hängerolle, Tusche und Farbe auf Seide"
"Porträt des Hamutukô, Der Kaiserliche Leibwächter 3. Klasse",大小,"Bildmaß: 154,5 x 96 cm"
"Porträt des Hamutukô, Der Kaiserliche Leibwächter 3. Klasse",描述,[SM8HF]
"Porträt des Hamutukô, Der Kaiserliche Leibwächter 3. Klasse",图片链接,https://recherche.smb.museum/images/600081_300x300.jpg
"Porträt des Hamutukô, Der Kaiserliche Leibwächter 3. Klasse",详情链接,https://id.smb.museum/object/742038/portrat-des-hamutuko-der-kaiserliche-leibwachter-3--klasse
Drachenrobe,属于,Staatliche Museen zu Berlin
Drachenrobe,年代,Qing-Dynastie-Jiaqing-Periode
Drachenrobe,材料,"Stickerei auf Seide, Metallfäden, vergoldete Bronzeknöpfe"
Drachenrobe,大小,"Länge x Breite: max. 137 x 220,5 cm"
Drachenrobe,描述,[SM8HF]
Drachenrobe,图片链接,https://recherche.smb.museum/images/5795561_300x300.jpg
Drachenrobe,详情链接,https://id.smb.museum/object/2546100/drachenrobe
Die Predigt des Sakyamuni,属于,Staatliche Museen zu Berlin
Die Predigt des Sakyamuni,年代,um 1775
Die Predigt des Sakyamuni,材料,"Farben auf Textil (Pigment, Seide)"
Die Predigt des Sakyamuni,大小,"Blattmaß: 522,5 x 963,0 cm"
Die Predigt des Sakyamuni,描述,"Buddha predigend, umgeben von Vertretern aller Existenzformen: Götter, Halbgötter, Dämonen, Menschen . Ikonografischer Typ: (Paradiesszenen/Sukhavati). Erstpubl. und ausführliche Beschreibung durch Klose-Wang, Petra /Xing Jun,: "" Die Predigt des S....- eine Bildanalyse. In: Müller, C. (Hg.): Wege der Götter und Menschen, Berlin (SMPK), 1989, S. 20 ff (mit Gesamt und Detailaufnahmen).

Begutachtung FWK Müller vom 21. Juni 1902 (Vorgang E 758/1902):
Buddha predigend, umgeben von Bodhisattvas, darunter Manjusri und Samantabhadra,; Götter, Engel, Halbgötter, Dämonen, Apostel usw.
Datum noch nicht gefunden, Bild dürfte jedoch 200 Jahre alt sein. Stammt aus dem Jägertempel, genauer Wan-schan-dien (= Halle der Zehntausend d.h. unzähliger Tugenden).
An einigen Stellen von europäischer Hand übermalt (u.a. Glanzlichter aufgesetzt). Jägertempel in der Kaiserstadt jedoch seit der Jesuitenperiode für Europäer unzugänglich.
Also eventuell von Panzi (1773 im Palast tätig), oder einem anderen Hofjesuiten in der Zeit Kaisers Ch´ien lung (1736-1796) übermalt. Vielleicht kommt Pater Altiret in Betracht, der im Jahr 1743 und 1754 am Hof malte.
Müller betont gute Qualität und außergewöhnliche Dimension. Bereicherung Ersten Ranges für das Museum. [SM8HF]"
